gc,length,Masso_5FC.consensus_round2.Illumina.sort_cov,bestsumorder_phylum,bestsumorder_class,bestsumorder_order,bestsumorder_family,bestsumorder_genus,bestsumorder_species,id,masked_pct
0.3945,39686,8.8146,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,ctg12188,79.81
0.5481,39450,105.6656,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg9643,0.00
0.5474,39073,7.3587,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg9764,0.06
0.5094,39001,4.8574,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,split8_ctg9659,0.59
0.535,38966,2.9382,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11637,0.00
0.5521,38796,23.1605,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg10256,0.07
0.6127,38563,346.5212,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split3_split0_ctg7917,0.85
0.6213,38268,138.2507,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacillus subtilis,ctg9856,0.43
0.6087,38216,259.4344,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,ctg9425,0.43
0.5524,38142,5.7914,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16477,0.00
0.6133,37923,34.1654,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg9889,0.00
0.5051,37829,7.846,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,ctg9926,0.15
0.4738,37799,0.7117,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13800,0.00
0.616,37757,297.6025,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,split2_ctg9715,2.33
0.593,37754,313.1706,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split6_ctg9522,0.28
0.5868,37362,247.4211,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,split1_ctg10389,1.18
0.6101,37143,430.9812,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudomonas,Escherichia coli,split20_split0_ctg9,0.85
0.5688,36887,24.4484,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,split4_split40_ctg5303,0.31
0.5386,36628,6.7756,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19747,0.11
0.5809,36613,17.3087,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg10094,0.50
0.5158,36274,8.1769,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg9940,0.86
0.5279,36231,6.6901,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg12529,0.00
0.5743,35498,22.344,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg10316,0.00
0.5753,35375,8.6194,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13861,0.21
0.5512,35360,5.6914,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia amylovora,ctg10307,0.33
0.5535,35172,14.8604,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12078,0.00
0.6187,35155,307.5086,Proteobacteria,Gammaproteobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,split8_ctg350,1.48
0.5605,35123,41.8439,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Escherichia coli,split26_split0_ctg2,0.64
0.5391,34965,5.966,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split36_ctg11784,0.00
0.5641,34830,9.3638,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13198,0.39
0.5699,34519,15.853,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg10339,0.46
0.6099,34292,371.1118,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg10555,2.52
0.5707,34269,38.0144,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split14_split0_ctg2,0.16
0.5474,34036,8.4406,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg16726,0.24
0.5685,33911,186.1173,Proteobacteria,Gammaproteobacteria,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,ctg10615,0.27
0.567,33800,16.104,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ctg10543,0.92
0.5995,33785,272.804,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,split5_ctg10389,1.52
0.6118,33308,361.4537,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg10821,2.05
0.5355,33185,3.8034,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg14679,0.00
0.5711,33177,29.7608,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,split2_ctg10420,0.31
0.6202,33172,46.1238,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg10628,0.34
0.6123,33030,74.5653,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg11830,0.29
0.5922,32997,23.3841,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg10832,0.36
0.5692,32682,35.3553,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg408,0.27
0.5659,32615,10.8551,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17940,0.48
0.5554,32475,10.4882,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,split3_split43_ctg8990,0.00
0.5947,32330,91.1284,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Rhodospirillum rubrum,split5_ctg5361,4.65
0.5973,31965,257.6474,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg350,0.81
0.5503,31612,9.1313,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,split37_split306_ctg2,0.12
0.5216,31602,152.8368,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg14429,40.98
0.6085,31565,103.2063,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg10917,0.15
0.5736,31558,5.9019,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg13322,0.00
0.5526,31499,5.0924,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13886,0.25
0.5986,31304,10.8996,Proteobacteria,Gammaproteobacteria,Enterobacterales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,ctg10782,0.83
0.4434,31293,10.5421,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 4-46,ctg11032,82.56
0.6217,31122,183.9909,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Arabidopsis thaliana,split1_ctg449,5.70
0.5602,31088,4.7073,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split28_ctg12563,0.00
0.5836,30858,297.4217,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11236,1.38
0.6287,30778,68.8949,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg11173,0.76
0.5518,30773,7.4785,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11178,0.17
0.571,30731,3.7658,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg18649,0.16
0.5691,30642,7.3442,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11254,0.27
0.6075,30382,300.7784,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split1_ctg7722,1.67
0.6305,30344,118.6402,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,split24_ctg10943,0.23
0.6343,30318,172.6937,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg15302,0.29
0.5767,30303,4.23,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,split5_ctg10924,0.13
0.559,30274,173.9143,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg14787,1.57
0.5284,30115,19.2719,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split49_split0_ctg2,0.52
0.5909,29827,256.1862,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,[Mannheimia] succiniciproducens,split3_ctg7989,5.72
0.6016,29825,68.8398,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11577,0.29
0.5253,29714,9.5143,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11404,0.12
0.5853,29661,275.4562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split35_split0_ctg9,6.29
0.539,29630,7.3529,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split3_split40_ctg5303,0.00
0.5286,29612,5.3083,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg15149,0.14
0.562,29565,5.2803,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16785,0.17
0.601,29430,345.5818,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg10896,0.76
0.536,29294,31.1707,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11204,0.25
0.6185,29250,293.738,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg11467,1.74
0.5409,29175,13.3213,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14647,0.00
0.6249,29170,152.4499,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11478,0.64
0.6029,28673,235.424,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudomonas,Pseudomonas aeruginosa,ctg11268,1.45
0.5768,28510,18.5134,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split4_ctg6179,0.72
0.6187,28334,144.0191,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg11735,0.30
0.5879,28184,67.4712,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Dickeya dadantii,ctg11699,0.24
0.5164,28090,25.9836,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg19864,0.12
0.6073,28034,39.9917,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,ctg11655,0.41
0.5696,28003,16.666,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg15341,0.20
0.5544,27986,10.1915,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11823,0.21
0.5721,27945,9.7034,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg7429,0.62
0.5915,27924,16.4027,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg6179,0.14
0.6056,27770,47.5624,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg11231,1.24
0.5636,27710,22.7844,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17113,0.31
0.5615,27657,4.1067,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16209,0.55
0.5888,27479,286.3062,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg17877,31.87
0.5472,27440,4.272,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11893,0.23
0.5417,27415,25.9825,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split3_split0_ctg2,0.30
0.6067,27391,281.3008,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bordetella bronchiseptica,split2_ctg10627,0.46
0.5946,27245,15.6749,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,split1_ctg11256,0.16
0.5525,27195,11.3187,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13523,0.69
0.5729,26914,5.6114,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg11984,0.00
0.4916,26867,3.6874,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12164,0.00
0.5642,26759,8.1007,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14702,0.00
0.6066,26731,8.6196,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg12053,1.13
0.5844,26714,25.3112,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14353,0.76
0.5865,26647,79.6662,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ctg12143,0.11
0.6294,26574,232.7134,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Vibrio cholerae,ctg12216,0.39
0.632,26502,135.479,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17598,0.26
0.6167,26487,123.3697,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg12235,0.60
0.5616,26253,2.0458,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16000,0.11
0.6071,25982,136.1338,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg12065,0.16
0.5515,25960,1.1669,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,ctg12145,0.42
0.5511,25810,28.9811,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split43_split0_ctg2,0.00
0.6195,25763,45.8233,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg12220,0.14
0.5831,25761,130.98,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg12374,0.24
0.5618,25714,37.0132,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split10_split306_ctg2,0.42
0.581,25665,12.6761,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12364,0.24
0.5291,25401,20.997,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split72_split0_ctg2,0.00
0.6043,25189,338.7716,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacillus subtilis,split2_ctg5612,1.47
0.5719,25047,48.8835,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split12_split306_ctg2,0.08
0.6157,24998,441.2015,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Sinorhizobium fredii,split25_split0_ctg9,1.77
0.616,24787,275.4167,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,split4_ctg10389,1.84
0.5021,24706,2.515,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14134,0.28
0.5652,24620,292.5056,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split12_split0_ctg9,0.00
0.566,24601,8.7748,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12585,0.23
0.5639,24586,14.1459,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12313,0.00
0.5823,24508,15.8266,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg14807,0.75
0.5328,24458,6.972,Proteobacteria,Gammaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Escherichia coli,split1_ctg13147,0.00
0.5395,24411,5.7556,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg7429,0.42
0.5687,24396,10.8394,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12545,1.01
0.5535,24292,15.2539,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17235,1.01
0.5604,24258,26.6149,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12487,0.00
0.6039,24254,315.7372,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12129,0.11
0.6278,24069,64.7159,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bacillaceae,Bacillus,Bacillus subtilis,ctg12658,0.72
0.612,24067,279.9648,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes sp. CT14,split4_ctg9586,0.76
0.652,24026,1.8089,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Azorhizobium caulinodans,ctg12610,0.84
0.5717,23967,10.2805,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg16309,0.58
0.5601,23657,6.4437,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12763,0.00
0.5483,23624,8.4041,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split8_ctg15996,0.82
0.5712,23429,12.4768,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12771,0.38
0.6345,23414,73.6919,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg12775,0.44
0.6325,23310,103.706,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg12804,0.16
0.5434,23307,5.0638,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12784,0.00
0.4584,23266,11.4592,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12802,0.35
0.6076,23080,300.6759,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split34_split0_ctg9,0.59
0.5272,22874,7.1094,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17944,0.00
0.6115,22869,218.1977,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,ctg17300,1.28
0.5059,22759,11.2533,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12957,0.26
0.5638,22707,12.7652,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13016,0.21
0.6157,22574,129.033,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg12917,0.43
0.618,22521,161.6295,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,ctg12875,0.35
0.6242,22314,72.4417,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Escherichia coli,ctg13157,0.22
0.5565,22300,3.8513,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg9467,0.26
0.6282,21981,73.1768,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg13038,0.37
0.5858,21916,12.3857,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ctg17035,1.63
0.6501,21705,172.5156,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg12384,0.91
0.5733,21624,33.6874,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13122,0.46
0.5793,21534,7.6161,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg6179,0.67
0.5493,21461,14.7325,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13258,0.00
0.6419,21216,48.187,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg13341,0.58
0.3754,21124,0.4626,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13409,0.92
0.6267,21057,82.8412,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split1_split0_ctg4929,0.47
0.5637,21050,21.2224,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split2_ctg10256,0.00
0.5551,20705,6.8314,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg17404,0.00
0.5592,20617,8.3793,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split1_split0_ctg12431,0.75
0.6219,20537,286.0014,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg7989,0.88
0.5576,20474,1.0464,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19382,0.19
0.5498,20471,32.4626,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split55_split0_ctg2,0.00
0.6248,20448,159.2319,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg13652,0.16
0.5617,20309,6.9611,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13537,0.42
0.5601,20227,10.3332,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13588,0.00
0.5635,20217,12.7307,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg12796,0.19
0.5772,20179,9.414,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg13670,0.38
0.5933,20162,100.6961,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,ctg13398,0.58
0.571,20084,5.0251,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg13644,0.00
0.4414,20083,10.3392,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,ctg13491,83.08
0.558,20040,20.5968,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg13730,0.79
